id,scene,view_id,input_type,scale,sigma,spp,model,task,filename,path,experiment_name
scene2_21_cbm3d_gn25,scene2,21,GN,-,25,-,cbm3d,DN,scene2_021_CBM3D.png,D:\Dissertation\CNN-based Experiment\results\DN\cbm3d\scene2\gaussian_sigma_25\scene2_021_CBM3D.png,denoise
scene2_21_ffdnet_gn25,scene2,21,GN,-,25,-,ffdnet,DN,scene2_021_FFDNet_denoised.png,D:\Dissertation\CNN-based Experiment\results\DN\ffdnet\scene2\gaussian_sigma_25\scene2_021_FFDNet_denoised.png,denoise
scene2_21_cbm3d_rn32,scene2,21,RN,-,-,32,cbm3d,DN,scene2_021_CBM3D.png,D:\Dissertation\CNN-based Experiment\results\DN\cbm3d\scene2\render_32spp\scene2_021_CBM3D.png,denoise
scene2_21_ffdnet_rn32,scene2,21,RN,-,-,32,ffdnet,DN,scene2_021_FFDNet_denoised.png,D:\Dissertation\CNN-based Experiment\results\DN\ffdnet\scene2\render_32spp\scene2_021_FFDNet_denoised.png,denoise
scene1_19_cbm3d_gn25,scene1,19,GN,-,25,-,cbm3d,DN,scene1_019_CBM3D.png,D:\Dissertation\CNN-based Experiment\results\DN\cbm3d\scene1\gaussian_sigma_25\scene1_019_CBM3D.png,denoise
scene1_19_ffdnet_gn25,scene1,19,GN,-,25,-,ffdnet,DN,scene1_019_FFDNet_denoised.png,D:\Dissertation\CNN-based Experiment\results\DN\ffdnet\scene1\gaussian_sigma_25\scene1_019_FFDNet_denoised.png,denoise
scene2_22_cbm3d_gn10,scene2,22,GN,-,10,-,cbm3d,DN,scene2_022_CBM3D.png,D:\Dissertation\CNN-based Experiment\results\DN\cbm3d\scene2\gaussian_sigma_10\scene2_022_CBM3D.png,denoise
scene2_22_ffdnet_gn10,scene2,22,GN,-,10,-,ffdnet,DN,scene2_022_FFDNet_denoised.png,D:\Dissertation\CNN-based Experiment\results\DN\ffdnet\scene2\gaussian_sigma_10\scene2_022_FFDNet_denoised.png,denoise
scene2_22_cbm3d_gn25,scene2,22,GN,-,25,-,cbm3d,DN,scene2_022_CBM3D.png,D:\Dissertation\CNN-based Experiment\results\DN\cbm3d\scene2\gaussian_sigma_25\scene2_022_CBM3D.png,denoise
scene2_22_ffdnet_gn25,scene2,22,GN,-,25,-,ffdnet,DN,scene2_022_FFDNet_denoised.png,D:\Dissertation\CNN-based Experiment\results\DN\ffdnet\scene2\gaussian_sigma_25\scene2_022_FFDNet_denoised.png,denoise
scene2_22_cbm3d_rn32,scene2,22,RN,-,-,32,cbm3d,DN,scene2_022_CBM3D.png,D:\Dissertation\CNN-based Experiment\results\DN\cbm3d\scene2\render_32spp\scene2_022_CBM3D.png,denoise
scene2_22_ffdnet_rn32,scene2,22,RN,-,-,32,ffdnet,DN,scene2_022_FFDNet_denoised.png,D:\Dissertation\CNN-based Experiment\results\DN\ffdnet\scene2\render_32spp\scene2_022_FFDNet_denoised.png,denoise
scene2_23_cbm3d_gn10,scene2,23,GN,-,10,-,cbm3d,DN,scene2_023_CBM3D.png,D:\Dissertation\CNN-based Experiment\results\DN\cbm3d\scene2\gaussian_sigma_10\scene2_023_CBM3D.png,denoise
scene2_23_ffdnet_gn10,scene2,23,GN,-,10,-,ffdnet,DN,scene2_023_FFDNet_denoised.png,D:\Dissertation\CNN-based Experiment\results\DN\ffdnet\scene2\gaussian_sigma_10\scene2_023_FFDNet_denoised.png,denoise
scene1_19_cbm3d_rn32,scene1,19,RN,-,-,32,cbm3d,DN,scene1_019_CBM3D.png,D:\Dissertation\CNN-based Experiment\results\DN\cbm3d\scene1\render_32spp\scene1_019_CBM3D.png,denoise
scene2_23_cbm3d_gn25,scene2,23,GN,-,25,-,cbm3d,DN,scene2_023_CBM3D.png,D:\Dissertation\CNN-based Experiment\results\DN\cbm3d\scene2\gaussian_sigma_25\scene2_023_CBM3D.png,denoise
scene1_19_ffdnet_rn32,scene1,19,RN,-,-,32,ffdnet,DN,scene1_019_FFDNet_denoised.png,D:\Dissertation\CNN-based Experiment\results\DN\ffdnet\scene1\render_32spp\scene1_019_FFDNet_denoised.png,denoise
scene2_23_ffdnet_gn25,scene2,23,GN,-,25,-,ffdnet,DN,scene2_023_FFDNet_denoised.png,D:\Dissertation\CNN-based Experiment\results\DN\ffdnet\scene2\gaussian_sigma_25\scene2_023_FFDNet_denoised.png,denoise
scene2_23_cbm3d_rn32,scene2,23,RN,-,-,32,cbm3d,DN,scene2_023_CBM3D.png,D:\Dissertation\CNN-based Experiment\results\DN\cbm3d\scene2\render_32spp\scene2_023_CBM3D.png,denoise
scene2_23_ffdnet_rn32,scene2,23,RN,-,-,32,ffdnet,DN,scene2_023_FFDNet_denoised.png,D:\Dissertation\CNN-based Experiment\results\DN\ffdnet\scene2\render_32spp\scene2_023_FFDNet_denoised.png,denoise
scene2_24_cbm3d_gn10,scene2,24,GN,-,10,-,cbm3d,DN,scene2_024_CBM3D.png,D:\Dissertation\CNN-based Experiment\results\DN\cbm3d\scene2\gaussian_sigma_10\scene2_024_CBM3D.png,denoise
scene2_24_ffdnet_gn10,scene2,24,GN,-,10,-,ffdnet,DN,scene2_024_FFDNet_denoised.png,D:\Dissertation\CNN-based Experiment\results\DN\ffdnet\scene2\gaussian_sigma_10\scene2_024_FFDNet_denoised.png,denoise
scene2_24_cbm3d_gn25,scene2,24,GN,-,25,-,cbm3d,DN,scene2_024_CBM3D.png,D:\Dissertation\CNN-based Experiment\results\DN\cbm3d\scene2\gaussian_sigma_25\scene2_024_CBM3D.png,denoise
scene2_24_ffdnet_gn25,scene2,24,GN,-,25,-,ffdnet,DN,scene2_024_FFDNet_denoised.png,D:\Dissertation\CNN-based Experiment\results\DN\ffdnet\scene2\gaussian_sigma_25\scene2_024_FFDNet_denoised.png,denoise
scene2_24_cbm3d_rn32,scene2,24,RN,-,-,32,cbm3d,DN,scene2_024_CBM3D.png,D:\Dissertation\CNN-based Experiment\results\DN\cbm3d\scene2\render_32spp\scene2_024_CBM3D.png,denoise
scene2_24_ffdnet_rn32,scene2,24,RN,-,-,32,ffdnet,DN,scene2_024_FFDNet_denoised.png,D:\Dissertation\CNN-based Experiment\results\DN\ffdnet\scene2\render_32spp\scene2_024_FFDNet_denoised.png,denoise
scene1_24_cbm3d_gn10,scene1,24,GN,-,10,-,cbm3d,DN,scene1_024_CBM3D.png,D:\Dissertation\CNN-based Experiment\results\DN\cbm3d\scene1\gaussian_sigma_10\scene1_024_CBM3D.png,denoise
scene1_24_ffdnet_gn10,scene1,24,GN,-,10,-,ffdnet,DN,scene1_024_FFDNet_denoised.png,D:\Dissertation\CNN-based Experiment\results\DN\ffdnet\scene1\gaussian_sigma_10\scene1_024_FFDNet_denoised.png,denoise
scene2_25_cbm3d_gn10,scene2,25,GN,-,10,-,cbm3d,DN,scene2_025_CBM3D.png,D:\Dissertation\CNN-based Experiment\results\DN\cbm3d\scene2\gaussian_sigma_10\scene2_025_CBM3D.png,denoise
scene2_25_ffdnet_gn10,scene2,25,GN,-,10,-,ffdnet,DN,scene2_025_FFDNet_denoised.png,D:\Dissertation\CNN-based Experiment\results\DN\ffdnet\scene2\gaussian_sigma_10\scene2_025_FFDNet_denoised.png,denoise
scene2_25_cbm3d_gn25,scene2,25,GN,-,25,-,cbm3d,DN,scene2_025_CBM3D.png,D:\Dissertation\CNN-based Experiment\results\DN\cbm3d\scene2\gaussian_sigma_25\scene2_025_CBM3D.png,denoise
scene2_25_ffdnet_gn25,scene2,25,GN,-,25,-,ffdnet,DN,scene2_025_FFDNet_denoised.png,D:\Dissertation\CNN-based Experiment\results\DN\ffdnet\scene2\gaussian_sigma_25\scene2_025_FFDNet_denoised.png,denoise
scene2_25_cbm3d_rn32,scene2,25,RN,-,-,32,cbm3d,DN,scene2_025_CBM3D.png,D:\Dissertation\CNN-based Experiment\results\DN\cbm3d\scene2\render_32spp\scene2_025_CBM3D.png,denoise
scene2_25_ffdnet_rn32,scene2,25,RN,-,-,32,ffdnet,DN,scene2_025_FFDNet_denoised.png,D:\Dissertation\CNN-based Experiment\results\DN\ffdnet\scene2\render_32spp\scene2_025_FFDNet_denoised.png,denoise
scene2_26_cbm3d_gn10,scene2,26,GN,-,10,-,cbm3d,DN,scene2_026_CBM3D.png,D:\Dissertation\CNN-based Experiment\results\DN\cbm3d\scene2\gaussian_sigma_10\scene2_026_CBM3D.png,denoise
scene2_26_ffdnet_gn10,scene2,26,GN,-,10,-,ffdnet,DN,scene2_026_FFDNet_denoised.png,D:\Dissertation\CNN-based Experiment\results\DN\ffdnet\scene2\gaussian_sigma_10\scene2_026_FFDNet_denoised.png,denoise
scene2_26_cbm3d_gn25,scene2,26,GN,-,25,-,cbm3d,DN,scene2_026_CBM3D.png,D:\Dissertation\CNN-based Experiment\results\DN\cbm3d\scene2\gaussian_sigma_25\scene2_026_CBM3D.png,denoise
scene2_26_ffdnet_gn25,scene2,26,GN,-,25,-,ffdnet,DN,scene2_026_FFDNet_denoised.png,D:\Dissertation\CNN-based Experiment\results\DN\ffdnet\scene2\gaussian_sigma_25\scene2_026_FFDNet_denoised.png,denoise
scene1_24_cbm3d_gn25,scene1,24,GN,-,25,-,cbm3d,DN,scene1_024_CBM3D.png,D:\Dissertation\CNN-based Experiment\results\DN\cbm3d\scene1\gaussian_sigma_25\scene1_024_CBM3D.png,denoise
scene1_24_ffdnet_gn25,scene1,24,GN,-,25,-,ffdnet,DN,scene1_024_FFDNet_denoised.png,D:\Dissertation\CNN-based Experiment\results\DN\ffdnet\scene1\gaussian_sigma_25\scene1_024_FFDNet_denoised.png,denoise
scene2_26_cbm3d_rn32,scene2,26,RN,-,-,32,cbm3d,DN,scene2_026_CBM3D.png,D:\Dissertation\CNN-based Experiment\results\DN\cbm3d\scene2\render_32spp\scene2_026_CBM3D.png,denoise
scene2_26_ffdnet_rn32,scene2,26,RN,-,-,32,ffdnet,DN,scene2_026_FFDNet_denoised.png,D:\Dissertation\CNN-based Experiment\results\DN\ffdnet\scene2\render_32spp\scene2_026_FFDNet_denoised.png,denoise
scene2_27_cbm3d_gn10,scene2,27,GN,-,10,-,cbm3d,DN,scene2_027_CBM3D.png,D:\Dissertation\CNN-based Experiment\results\DN\cbm3d\scene2\gaussian_sigma_10\scene2_027_CBM3D.png,denoise
scene2_27_ffdnet_gn10,scene2,27,GN,-,10,-,ffdnet,DN,scene2_027_FFDNet_denoised.png,D:\Dissertation\CNN-based Experiment\results\DN\ffdnet\scene2\gaussian_sigma_10\scene2_027_FFDNet_denoised.png,denoise
scene2_27_cbm3d_gn25,scene2,27,GN,-,25,-,cbm3d,DN,scene2_027_CBM3D.png,D:\Dissertation\CNN-based Experiment\results\DN\cbm3d\scene2\gaussian_sigma_25\scene2_027_CBM3D.png,denoise
scene2_27_ffdnet_gn25,scene2,27,GN,-,25,-,ffdnet,DN,scene2_027_FFDNet_denoised.png,D:\Dissertation\CNN-based Experiment\results\DN\ffdnet\scene2\gaussian_sigma_25\scene2_027_FFDNet_denoised.png,denoise
scene2_27_cbm3d_rn32,scene2,27,RN,-,-,32,cbm3d,DN,scene2_027_CBM3D.png,D:\Dissertation\CNN-based Experiment\results\DN\cbm3d\scene2\render_32spp\scene2_027_CBM3D.png,denoise
scene2_27_ffdnet_rn32,scene2,27,RN,-,-,32,ffdnet,DN,scene2_027_FFDNet_denoised.png,D:\Dissertation\CNN-based Experiment\results\DN\ffdnet\scene2\render_32spp\scene2_027_FFDNet_denoised.png,denoise
scene2_28_cbm3d_gn10,scene2,28,GN,-,10,-,cbm3d,DN,scene2_028_CBM3D.png,D:\Dissertation\CNN-based Experiment\results\DN\cbm3d\scene2\gaussian_sigma_10\scene2_028_CBM3D.png,denoise
scene2_28_ffdnet_gn10,scene2,28,GN,-,10,-,ffdnet,DN,scene2_028_FFDNet_denoised.png,D:\Dissertation\CNN-based Experiment\results\DN\ffdnet\scene2\gaussian_sigma_10\scene2_028_FFDNet_denoised.png,denoise
scene1_24_cbm3d_rn32,scene1,24,RN,-,-,32,cbm3d,DN,scene1_024_CBM3D.png,D:\Dissertation\CNN-based Experiment\results\DN\cbm3d\scene1\render_32spp\scene1_024_CBM3D.png,denoise
scene1_24_ffdnet_rn32,scene1,24,RN,-,-,32,ffdnet,DN,scene1_024_FFDNet_denoised.png,D:\Dissertation\CNN-based Experiment\results\DN\ffdnet\scene1\render_32spp\scene1_024_FFDNet_denoised.png,denoise
scene2_28_cbm3d_gn25,scene2,28,GN,-,25,-,cbm3d,DN,scene2_028_CBM3D.png,D:\Dissertation\CNN-based Experiment\results\DN\cbm3d\scene2\gaussian_sigma_25\scene2_028_CBM3D.png,denoise
scene2_28_ffdnet_gn25,scene2,28,GN,-,25,-,ffdnet,DN,scene2_028_FFDNet_denoised.png,D:\Dissertation\CNN-based Experiment\results\DN\ffdnet\scene2\gaussian_sigma_25\scene2_028_FFDNet_denoised.png,denoise
scene2_28_cbm3d_rn32,scene2,28,RN,-,-,32,cbm3d,DN,scene2_028_CBM3D.png,D:\Dissertation\CNN-based Experiment\results\DN\cbm3d\scene2\render_32spp\scene2_028_CBM3D.png,denoise
scene2_28_ffdnet_rn32,scene2,28,RN,-,-,32,ffdnet,DN,scene2_028_FFDNet_denoised.png,D:\Dissertation\CNN-based Experiment\results\DN\ffdnet\scene2\render_32spp\scene2_028_FFDNet_denoised.png,denoise
scene2_29_cbm3d_gn10,scene2,29,GN,-,10,-,cbm3d,DN,scene2_029_CBM3D.png,D:\Dissertation\CNN-based Experiment\results\DN\cbm3d\scene2\gaussian_sigma_10\scene2_029_CBM3D.png,denoise
scene2_29_ffdnet_gn10,scene2,29,GN,-,10,-,ffdnet,DN,scene2_029_FFDNet_denoised.png,D:\Dissertation\CNN-based Experiment\results\DN\ffdnet\scene2\gaussian_sigma_10\scene2_029_FFDNet_denoised.png,denoise
scene2_29_cbm3d_gn25,scene2,29,GN,-,25,-,cbm3d,DN,scene2_029_CBM3D.png,D:\Dissertation\CNN-based Experiment\results\DN\cbm3d\scene2\gaussian_sigma_25\scene2_029_CBM3D.png,denoise
scene2_29_ffdnet_gn25,scene2,29,GN,-,25,-,ffdnet,DN,scene2_029_FFDNet_denoised.png,D:\Dissertation\CNN-based Experiment\results\DN\ffdnet\scene2\gaussian_sigma_25\scene2_029_FFDNet_denoised.png,denoise
scene2_29_cbm3d_rn32,scene2,29,RN,-,-,32,cbm3d,DN,scene2_029_CBM3D.png,D:\Dissertation\CNN-based Experiment\results\DN\cbm3d\scene2\render_32spp\scene2_029_CBM3D.png,denoise
scene2_29_ffdnet_rn32,scene2,29,RN,-,-,32,ffdnet,DN,scene2_029_FFDNet_denoised.png,D:\Dissertation\CNN-based Experiment\results\DN\ffdnet\scene2\render_32spp\scene2_029_FFDNet_denoised.png,denoise
scene1_25_cbm3d_gn10,scene1,25,GN,-,10,-,cbm3d,DN,scene1_025_CBM3D.png,D:\Dissertation\CNN-based Experiment\results\DN\cbm3d\scene1\gaussian_sigma_10\scene1_025_CBM3D.png,denoise
scene1_25_ffdnet_gn10,scene1,25,GN,-,10,-,ffdnet,DN,scene1_025_FFDNet_denoised.png,D:\Dissertation\CNN-based Experiment\results\DN\ffdnet\scene1\gaussian_sigma_10\scene1_025_FFDNet_denoised.png,denoise
scene3_0_cbm3d_gn10,scene3,0,GN,-,10,-,cbm3d,DN,scene3_000_CBM3D.png,D:\Dissertation\CNN-based Experiment\results\DN\cbm3d\scene3\gaussian_sigma_10\scene3_000_CBM3D.png,denoise
scene3_0_ffdnet_gn10,scene3,0,GN,-,10,-,ffdnet,DN,scene3_000_FFDNet_denoised.png,D:\Dissertation\CNN-based Experiment\results\DN\ffdnet\scene3\gaussian_sigma_10\scene3_000_FFDNet_denoised.png,denoise
scene3_0_cbm3d_gn25,scene3,0,GN,-,25,-,cbm3d,DN,scene3_000_CBM3D.png,D:\Dissertation\CNN-based Experiment\results\DN\cbm3d\scene3\gaussian_sigma_25\scene3_000_CBM3D.png,denoise
scene3_0_ffdnet_gn25,scene3,0,GN,-,25,-,ffdnet,DN,scene3_000_FFDNet_denoised.png,D:\Dissertation\CNN-based Experiment\results\DN\ffdnet\scene3\gaussian_sigma_25\scene3_000_FFDNet_denoised.png,denoise
scene3_0_cbm3d_rn32,scene3,0,RN,-,-,32,cbm3d,DN,scene3_000_CBM3D.png,D:\Dissertation\CNN-based Experiment\results\DN\cbm3d\scene3\render_32spp\scene3_000_CBM3D.png,denoise
scene3_0_ffdnet_rn32,scene3,0,RN,-,-,32,ffdnet,DN,scene3_000_FFDNet_denoised.png,D:\Dissertation\CNN-based Experiment\results\DN\ffdnet\scene3\render_32spp\scene3_000_FFDNet_denoised.png,denoise
scene3_1_cbm3d_gn10,scene3,1,GN,-,10,-,cbm3d,DN,scene3_001_CBM3D.png,D:\Dissertation\CNN-based Experiment\results\DN\cbm3d\scene3\gaussian_sigma_10\scene3_001_CBM3D.png,denoise
scene3_1_ffdnet_gn10,scene3,1,GN,-,10,-,ffdnet,DN,scene3_001_FFDNet_denoised.png,D:\Dissertation\CNN-based Experiment\results\DN\ffdnet\scene3\gaussian_sigma_10\scene3_001_FFDNet_denoised.png,denoise
scene1_25_cbm3d_gn25,scene1,25,GN,-,25,-,cbm3d,DN,scene1_025_CBM3D.png,D:\Dissertation\CNN-based Experiment\results\DN\cbm3d\scene1\gaussian_sigma_25\scene1_025_CBM3D.png,denoise
scene1_25_ffdnet_gn25,scene1,25,GN,-,25,-,ffdnet,DN,scene1_025_FFDNet_denoised.png,D:\Dissertation\CNN-based Experiment\results\DN\ffdnet\scene1\gaussian_sigma_25\scene1_025_FFDNet_denoised.png,denoise
scene3_1_cbm3d_gn25,scene3,1,GN,-,25,-,cbm3d,DN,scene3_001_CBM3D.png,D:\Dissertation\CNN-based Experiment\results\DN\cbm3d\scene3\gaussian_sigma_25\scene3_001_CBM3D.png,denoise
scene3_1_ffdnet_gn25,scene3,1,GN,-,25,-,ffdnet,DN,scene3_001_FFDNet_denoised.png,D:\Dissertation\CNN-based Experiment\results\DN\ffdnet\scene3\gaussian_sigma_25\scene3_001_FFDNet_denoised.png,denoise
scene3_1_cbm3d_rn32,scene3,1,RN,-,-,32,cbm3d,DN,scene3_001_CBM3D.png,D:\Dissertation\CNN-based Experiment\results\DN\cbm3d\scene3\render_32spp\scene3_001_CBM3D.png,denoise
scene3_1_ffdnet_rn32,scene3,1,RN,-,-,32,ffdnet,DN,scene3_001_FFDNet_denoised.png,D:\Dissertation\CNN-based Experiment\results\DN\ffdnet\scene3\render_32spp\scene3_001_FFDNet_denoised.png,denoise
scene3_2_cbm3d_gn10,scene3,2,GN,-,10,-,cbm3d,DN,scene3_002_CBM3D.png,D:\Dissertation\CNN-based Experiment\results\DN\cbm3d\scene3\gaussian_sigma_10\scene3_002_CBM3D.png,denoise
scene3_2_ffdnet_gn10,scene3,2,GN,-,10,-,ffdnet,DN,scene3_002_FFDNet_denoised.png,D:\Dissertation\CNN-based Experiment\results\DN\ffdnet\scene3\gaussian_sigma_10\scene3_002_FFDNet_denoised.png,denoise
scene3_2_cbm3d_gn25,scene3,2,GN,-,25,-,cbm3d,DN,scene3_002_CBM3D.png,D:\Dissertation\CNN-based Experiment\results\DN\cbm3d\scene3\gaussian_sigma_25\scene3_002_CBM3D.png,denoise
scene3_2_ffdnet_gn25,scene3,2,GN,-,25,-,ffdnet,DN,scene3_002_FFDNet_denoised.png,D:\Dissertation\CNN-based Experiment\results\DN\ffdnet\scene3\gaussian_sigma_25\scene3_002_FFDNet_denoised.png,denoise
scene1_25_cbm3d_rn32,scene1,25,RN,-,-,32,cbm3d,DN,scene1_025_CBM3D.png,D:\Dissertation\CNN-based Experiment\results\DN\cbm3d\scene1\render_32spp\scene1_025_CBM3D.png,denoise
scene1_25_ffdnet_rn32,scene1,25,RN,-,-,32,ffdnet,DN,scene1_025_FFDNet_denoised.png,D:\Dissertation\CNN-based Experiment\results\DN\ffdnet\scene1\render_32spp\scene1_025_FFDNet_denoised.png,denoise
scene3_2_cbm3d_rn32,scene3,2,RN,-,-,32,cbm3d,DN,scene3_002_CBM3D.png,D:\Dissertation\CNN-based Experiment\results\DN\cbm3d\scene3\render_32spp\scene3_002_CBM3D.png,denoise
scene3_2_ffdnet_rn32,scene3,2,RN,-,-,32,ffdnet,DN,scene3_002_FFDNet_denoised.png,D:\Dissertation\CNN-based Experiment\results\DN\ffdnet\scene3\render_32spp\scene3_002_FFDNet_denoised.png,denoise
scene3_3_cbm3d_gn10,scene3,3,GN,-,10,-,cbm3d,DN,scene3_003_CBM3D.png,D:\Dissertation\CNN-based Experiment\results\DN\cbm3d\scene3\gaussian_sigma_10\scene3_003_CBM3D.png,denoise
scene3_3_ffdnet_gn10,scene3,3,GN,-,10,-,ffdnet,DN,scene3_003_FFDNet_denoised.png,D:\Dissertation\CNN-based Experiment\results\DN\ffdnet\scene3\gaussian_sigma_10\scene3_003_FFDNet_denoised.png,denoise
scene3_3_cbm3d_gn25,scene3,3,GN,-,25,-,cbm3d,DN,scene3_003_CBM3D.png,D:\Dissertation\CNN-based Experiment\results\DN\cbm3d\scene3\gaussian_sigma_25\scene3_003_CBM3D.png,denoise
scene3_3_ffdnet_gn25,scene3,3,GN,-,25,-,ffdnet,DN,scene3_003_FFDNet_denoised.png,D:\Dissertation\CNN-based Experiment\results\DN\ffdnet\scene3\gaussian_sigma_25\scene3_003_FFDNet_denoised.png,denoise
scene3_3_cbm3d_rn32,scene3,3,RN,-,-,32,cbm3d,DN,scene3_003_CBM3D.png,D:\Dissertation\CNN-based Experiment\results\DN\cbm3d\scene3\render_32spp\scene3_003_CBM3D.png,denoise
scene3_3_ffdnet_rn32,scene3,3,RN,-,-,32,ffdnet,DN,scene3_003_FFDNet_denoised.png,D:\Dissertation\CNN-based Experiment\results\DN\ffdnet\scene3\render_32spp\scene3_003_FFDNet_denoised.png,denoise
scene1_26_cbm3d_gn10,scene1,26,GN,-,10,-,cbm3d,DN,scene1_026_CBM3D.png,D:\Dissertation\CNN-based Experiment\results\DN\cbm3d\scene1\gaussian_sigma_10\scene1_026_CBM3D.png,denoise
scene1_26_ffdnet_gn10,scene1,26,GN,-,10,-,ffdnet,DN,scene1_026_FFDNet_denoised.png,D:\Dissertation\CNN-based Experiment\results\DN\ffdnet\scene1\gaussian_sigma_10\scene1_026_FFDNet_denoised.png,denoise
scene3_8_cbm3d_gn10,scene3,8,GN,-,10,-,cbm3d,DN,scene3_008_CBM3D.png,D:\Dissertation\CNN-based Experiment\results\DN\cbm3d\scene3\gaussian_sigma_10\scene3_008_CBM3D.png,denoise
scene3_8_ffdnet_gn10,scene3,8,GN,-,10,-,ffdnet,DN,scene3_008_FFDNet_denoised.png,D:\Dissertation\CNN-based Experiment\results\DN\ffdnet\scene3\gaussian_sigma_10\scene3_008_FFDNet_denoised.png,denoise
scene3_8_cbm3d_gn25,scene3,8,GN,-,25,-,cbm3d,DN,scene3_008_CBM3D.png,D:\Dissertation\CNN-based Experiment\results\DN\cbm3d\scene3\gaussian_sigma_25\scene3_008_CBM3D.png,denoise
scene3_8_ffdnet_gn25,scene3,8,GN,-,25,-,ffdnet,DN,scene3_008_FFDNet_denoised.png,D:\Dissertation\CNN-based Experiment\results\DN\ffdnet\scene3\gaussian_sigma_25\scene3_008_FFDNet_denoised.png,denoise
scene3_8_cbm3d_rn32,scene3,8,RN,-,-,32,cbm3d,DN,scene3_008_CBM3D.png,D:\Dissertation\CNN-based Experiment\results\DN\cbm3d\scene3\render_32spp\scene3_008_CBM3D.png,denoise
scene3_8_ffdnet_rn32,scene3,8,RN,-,-,32,ffdnet,DN,scene3_008_FFDNet_denoised.png,D:\Dissertation\CNN-based Experiment\results\DN\ffdnet\scene3\render_32spp\scene3_008_FFDNet_denoised.png,denoise
scene3_9_cbm3d_gn10,scene3,9,GN,-,10,-,cbm3d,DN,scene3_009_CBM3D.png,D:\Dissertation\CNN-based Experiment\results\DN\cbm3d\scene3\gaussian_sigma_10\scene3_009_CBM3D.png,denoise
scene3_9_ffdnet_gn10,scene3,9,GN,-,10,-,ffdnet,DN,scene3_009_FFDNet_denoised.png,D:\Dissertation\CNN-based Experiment\results\DN\ffdnet\scene3\gaussian_sigma_10\scene3_009_FFDNet_denoised.png,denoise
scene1_26_cbm3d_gn25,scene1,26,GN,-,25,-,cbm3d,DN,scene1_026_CBM3D.png,D:\Dissertation\CNN-based Experiment\results\DN\cbm3d\scene1\gaussian_sigma_25\scene1_026_CBM3D.png,denoise
scene3_9_cbm3d_gn25,scene3,9,GN,-,25,-,cbm3d,DN,scene3_009_CBM3D.png,D:\Dissertation\CNN-based Experiment\results\DN\cbm3d\scene3\gaussian_sigma_25\scene3_009_CBM3D.png,denoise
scene3_9_ffdnet_gn25,scene3,9,GN,-,25,-,ffdnet,DN,scene3_009_FFDNet_denoised.png,D:\Dissertation\CNN-based Experiment\results\DN\ffdnet\scene3\gaussian_sigma_25\scene3_009_FFDNet_denoised.png,denoise
scene1_26_ffdnet_gn25,scene1,26,GN,-,25,-,ffdnet,DN,scene1_026_FFDNet_denoised.png,D:\Dissertation\CNN-based Experiment\results\DN\ffdnet\scene1\gaussian_sigma_25\scene1_026_FFDNet_denoised.png,denoise
scene3_9_cbm3d_rn32,scene3,9,RN,-,-,32,cbm3d,DN,scene3_009_CBM3D.png,D:\Dissertation\CNN-based Experiment\results\DN\cbm3d\scene3\render_32spp\scene3_009_CBM3D.png,denoise
scene3_9_ffdnet_rn32,scene3,9,RN,-,-,32,ffdnet,DN,scene3_009_FFDNet_denoised.png,D:\Dissertation\CNN-based Experiment\results\DN\ffdnet\scene3\render_32spp\scene3_009_FFDNet_denoised.png,denoise
scene3_10_cbm3d_gn10,scene3,10,GN,-,10,-,cbm3d,DN,scene3_010_CBM3D.png,D:\Dissertation\CNN-based Experiment\results\DN\cbm3d\scene3\gaussian_sigma_10\scene3_010_CBM3D.png,denoise
scene3_10_ffdnet_gn10,scene3,10,GN,-,10,-,ffdnet,DN,scene3_010_FFDNet_denoised.png,D:\Dissertation\CNN-based Experiment\results\DN\ffdnet\scene3\gaussian_sigma_10\scene3_010_FFDNet_denoised.png,denoise
scene3_10_cbm3d_gn25,scene3,10,GN,-,25,-,cbm3d,DN,scene3_010_CBM3D.png,D:\Dissertation\CNN-based Experiment\results\DN\cbm3d\scene3\gaussian_sigma_25\scene3_010_CBM3D.png,denoise
scene3_10_ffdnet_gn25,scene3,10,GN,-,25,-,ffdnet,DN,scene3_010_FFDNet_denoised.png,D:\Dissertation\CNN-based Experiment\results\DN\ffdnet\scene3\gaussian_sigma_25\scene3_010_FFDNet_denoised.png,denoise
scene3_10_cbm3d_rn32,scene3,10,RN,-,-,32,cbm3d,DN,scene3_010_CBM3D.png,D:\Dissertation\CNN-based Experiment\results\DN\cbm3d\scene3\render_32spp\scene3_010_CBM3D.png,denoise
scene3_10_ffdnet_rn32,scene3,10,RN,-,-,32,ffdnet,DN,scene3_010_FFDNet_denoised.png,D:\Dissertation\CNN-based Experiment\results\DN\ffdnet\scene3\render_32spp\scene3_010_FFDNet_denoised.png,denoise
scene1_26_cbm3d_rn32,scene1,26,RN,-,-,32,cbm3d,DN,scene1_026_CBM3D.png,D:\Dissertation\CNN-based Experiment\results\DN\cbm3d\scene1\render_32spp\scene1_026_CBM3D.png,denoise
scene1_26_ffdnet_rn32,scene1,26,RN,-,-,32,ffdnet,DN,scene1_026_FFDNet_denoised.png,D:\Dissertation\CNN-based Experiment\results\DN\ffdnet\scene1\render_32spp\scene1_026_FFDNet_denoised.png,denoise
scene3_11_cbm3d_gn10,scene3,11,GN,-,10,-,cbm3d,DN,scene3_011_CBM3D.png,D:\Dissertation\CNN-based Experiment\results\DN\cbm3d\scene3\gaussian_sigma_10\scene3_011_CBM3D.png,denoise
